title,year,certificate,genre,rating
Super Deluxe,2019,A,Comedy  Crime  Drama            ,7.5
Jaadugar,2022,UA 16+,Comedy  Drama  Fantasy            ,7.9
Baazigar,1993,UA,Crime  Drama  Musical            ,9.2
Dhoom:3,2013,UA,Action  Crime  Drama            ,4.7
Jab Tak Hai Jaan,2012,UA,Drama  Romance            ,8.7
Adipurush,2023,,Action  Adventure  Drama            ,7.0
Rudra: The Edge of Darkness,2022,A,Crime  Drama  Mystery            ,7.3
Sholay,1975,U,Action  Adventure  Comedy            ,7.0
Bharat,2019,UA,Action  Comedy  Drama            ,5.1
The Good Wife,,,Crime  Drama  Mystery            ,7.2
Avrodh: The Siege Within,2020–,18,Action            ,6.5
Breathe,2018,16+,Crime  Drama  Thriller            ,7.1
Tiger 3,2023,U,Action  Drama  Thriller            ,7.5
Drushyam 2,2021,U,Drama  Thriller            ,8.0
Gong fu yu jia,2017,UA,Action  Adventure  Comedy            ,8.2
Country Mafia,2022–,UA 16+,Crime            ,9.2
Mel Karade Rabba,2010,U,Comedy  Drama  Romance            ,7.0
Trapped,XVII 2016,UA,Drama  Thriller            ,7.5
U Turn,,,Crime  Mystery  Thriller            ,8.3
Badhaai ho,2018,UA,Comedy  Drama            ,6.7
Tehran,2023,,Action  Thriller            ,4.5
Sarsenapati Hambirrao,2022,UA,Action  Drama  History            ,8.1
Kavita Bhabhi,2020–,18,Drama            ,6.2
Bhabi Ji Ghar Par Hai,2015–,13,Comedy            ,6.8
Bholaa,2023,UA,Action  Drama  Thriller            ,8.4
Rustom,2016,UA,Crime  Drama  Thriller            ,8.0
Ela Veezha Poonchira,2022,UA,Crime  Mystery  Thriller            ,6.9
Bhoot Police,2021,UA 16+,Comedy  Horror            ,7.5
Tadap,2021,UA,Action  Drama  Romance            ,6.4
DJ Tillu,2022,UA,Action  Comedy  Crime            ,7.6
Kalyug,2005,A,Action  Crime  Drama            ,7.8
Don,I 2006,UA,Action  Crime  Thriller            ,8.1
Mersal,2017,UA,Action  Thriller            ,5.2
Andaz Apna Apna,1994,U,Action  Comedy  Romance            ,5.3
Shahid,2012,A,Biography  Drama            ,7.7
Maya Bazaar,1957,U,Comedy  Drama            ,7.9
Dil Dhadakne Do,2015,UA,Comedy  Drama  Romance            ,7.3
Delhi Belly,2011,A,Action  Comedy  Crime            ,3.3
Crazy Fellow,2022,UA,Thriller            ,5.8
Viceroy's House,2017,UA,Biography  Drama  History            ,6.9
Muqabla,1993,UA,Action  Crime  Drama            ,8.2
Section 375,2019,UA,Crime  Drama  Mystery            ,6.4
Double XL,2022,UA,Comedy  Drama            ,1.9
Chhorii,2021,UA 13+,Drama  Horror  Thriller            ,7.9
The Great Weddings of Munnes,2022–,UA 13+,Comedy  Drama            ,6.7
Jaya Jaya Jaya Jaya Hey,2022,U,Comedy            ,4.6
Jannat: In Search of Heaven...,2008,UA,Crime  Drama  Romance            ,4.9
Appan,2022,UA 13+,Comedy  Crime  Drama            ,7.1
Thalapathy 67,2023,,Action  Crime  Thriller            ,8.6
Nath Zewar Ya Zanjeer,2021–,Not Rated,Drama            ,5.2
Darr,1993,UA,Action  Drama  Romance            ,5.4
Hindi Medium,2017,U,Comedy  Drama            ,6.8
Hridayam,2022,U,Drama  Musical  Romance            ,7.6
Walking with Dinosaurs 3D,2013,U,Animation  Adventure  Comedy            ,9.0
The Other Side of the Door,2016,R,Horror  Thriller            ,6.7
Bheeshmaparvam,2022,UA,Action  Crime  Drama            ,7.6
Minnal Murali,2021,UA 16+,Action  Adventure  Comedy            ,7.3
Bala,2019,UA,Comedy            ,7.6
Veere Di Wedding,2018,A,Comedy            ,6.9
Pati Patni Aur Woh,2019,UA,Comedy  Romance            ,7.3
Mere Desh Ki Dharti,2022,UA,Comedy  Drama            ,3.2
The Clown,2022–,UA,Animation  Horror            ,5.4
Goliyon Ki Rasleela Ram-Leela,2013,UA,Drama  Musical  Romance            ,6.7
Race 3,2018,UA,Action  Crime  Thriller            ,6.5
Dev.D,2009,A,Comedy  Drama  Romance            ,7.9
Deja Vu,III 2022,UA,Thriller            ,8.1
Coffee with Kadhal,2022,UA,Comedy  Romance            ,6.4
Genius,I 2018,U/A,Action  Thriller            ,9.4
Kurup,2021,UA,Biography  Crime  Thriller            ,9.2
Bandish Bandits,2020–,16,Drama  Music  Romance            ,2.2
Student of the Year,2012,UA,Comedy  Drama  Music            ,6.6
Guilty,II 2020,18,Drama  Thriller            ,6.5
Attack,2022,UA,Action  Sci-Fi  Thriller            ,7.2
The Sky Is Pink,2019,UA,Drama  Romance            ,8.1
Aum Mangalam Singlem,2022,U,Romance            ,6.2
Indian Predator: The Diary of a Serial Killer,2022,A,Documentary  Crime  History            ,6.3
Code M,2020–,18,Mystery  Thriller            ,7.3
The Kapil Sharma Show,2016–,U,Comedy  Talk-Show            ,7.7
Yodha,2023,,Action  Thriller            ,7.6
Karwaan,2018,UA,Adventure  Comedy  Drama            ,7.3
Kaho Naa... Pyaar Hai,2000,U,Action  Musical  Romance            ,7.5
Sunflower,2021–,A,Comedy  Crime            ,7.7
Pagalpanti,2019,UA,Action  Comedy            ,8.6
The Body,II 2019,A,Mystery  Thriller            ,6.2
Ajeeb Daastaans,2021,18,Drama  Romance            ,6.5
Koffee with Karan,2004–,15+,Comedy  Talk-Show            ,7.0
1996 Dharmapuri,2022,UA,Action  Drama  Romance            ,7.1
Gargi,2022,U,Drama  Thriller            ,7.4
Chehre,2021,UA,Drama  Mystery  Thriller            ,6.7
Gurthunda Seethakalam,2022,UA,Drama  Romance            ,5.0
Nazar Andaaz,II 2022,U,Comedy            ,7.1
Yeh Rishta Kya Kehlata Hai,2009–,PG,Drama            ,9.2
Sherdil,2022,UA,Comedy  Drama            ,3.6
Dostana,2008,UA 16+,Comedy  Drama  Romance            ,5.8
Margarita with a Straw,2014,A,Drama            ,6.1
The Tashkent Files,2019,UA,Drama  Mystery  Thriller            ,5.1
Indian Matchmaking,2020–,13,Documentary  Reality-TV  Romance            ,9.0
Forensic,2022,UA 13+,Crime  Thriller            ,7.9
Raman Raghav 2.0,2016,A,Crime  Drama  Thriller            ,6.9
Udta Punjab,2016,A,Action  Crime  Drama            ,9.2
Highway,I 2014,UA,Crime  Drama  Romance            ,6.8
Der Zorn der Bestien - Jallikattu,2019,UA,Action  Crime  Thriller            ,7.4
Sanam Teri Kasam,2016,U,Drama  Musical  Romance            ,7.6
Kapoor & Sons,2016,UA,Comedy  Drama  Family            ,7.1
Feels Like Home,2022–,A,Comedy            ,7.5
Kick,2014,UA,Action  Comedy  Crime            ,7.6
Ek Villain,2014,UA,Action  Crime  Drama            ,6.9
Thappad,2020,U,Drama            ,9.5
Dr. Arora,2022–,A,Comedy  Drama            ,6.8
Khakee,2004,UA,Action  Crime  Drama            ,6.5
Matkani ke Matke,2022,A,Drama            ,5.9
Saaho,2019,UA,Action  Thriller            ,7.9
Pathonpatham Noottandu,2022,UA,Action  Drama  History            ,6.9
Ramayana: The Legend of Prince Rama,1993,U,Animation  Action  Adventure            ,4.9
Street Dancer 3D,2020,UA,Drama  Music            ,7.0
Shubh Mangal Zyada Saavdhan,2020,UA,Comedy  Crime  Romance            ,3.6
Badmaa$h Company,2010,UA,Comedy  Crime  Drama            ,8.4
Seetimaarr,2021,UA,Action  Drama  Sport            ,7.2
Mahabharat,1988–1990,12+,Adventure  Drama  History            ,7.3
Super 30,2019,U,Biography  Drama            ,6.4
Game Over,I 2019,UA,Drama  Mystery  Thriller            ,9.0
Devon Ke Dev... Mahadev,2011–2014,PG,Action  Drama  Fantasy            ,8.1
Tanu Weds Manu,2011,UA,Comedy  Drama  Romance            ,6.9
Love Sonia,2018,A,Drama            ,8.0
Sharmaji Namkeen,2022,UA 13+,Comedy  Drama  Family            ,6.7
The Great Indian Murder,2022–,UA 16+,Mystery            ,3.2
Bareilly Ki Barfi,2017,UA,Comedy  Romance            ,2.2
Wake Up Sid,2009,U,Comedy  Drama  Romance            ,5.0
Kotthu,2022,UA,Drama            ,7.5
Me Vasantrao,2021,U,Biography            ,2.6
The Fame Game,2022–,16,Drama  Mystery  Thriller            ,8.3
Cadaver,2022,Not Rated,Crime  Drama  Mystery            ,6.3
Oye Makhna,2022,UA,Romance            ,7.6
Airlift,2016,UA,Action  Drama  History            ,3.3
Once Again,2018,U,Drama  Romance            ,8.8
Happy New Year,I 2014,U,Action  Comedy  Crime            ,6.0
Dil To Pagal Hai,1997,U,Comedy  Drama  Musical            ,7.3
Marjaavaan,2019,UA,Action  Drama  Romance            ,7.2
Kaun Pravin Tambe?,2022,UA 7+,Biography  Drama  Sport            ,8.4
Shor in the City,2010,UA,Crime  Drama            ,5.1
Pehla Chakravyuh - Chalava,2022–,Not Rated,Mystery            ,4.0
Atithi Tum Kab Jaoge?,2010,U,Comedy            ,7.2
Ramayan,1987–1988,U,Adventure  Drama  Family            ,6.9
Omkara,2006,A,Action  Crime  Drama            ,5.2
Pagglait,2021,13,Comedy  Drama            ,5.2
Aayirathil Oruvan,2010,A,Action  Adventure            ,8.0
Iravin Nizhal,2022,A,Drama  Mystery  Thriller            ,2.1
Vinaya Vidheya Rama,2019,UA,Action  Drama            ,4.7
Student of the Year 2,2019,UA,Action  Comedy  Drama            ,7.6
Sinam,2022,UA,Action  Crime  Drama            ,5.9
Ramprasad Ki Tehrvi,2019,U,Comedy  Drama            ,5.5
Gunday,2014,UA,Action  Drama  Musical            ,7.0
Kuch Rang Pyar Ke Aise Bhi,2016–2021,UA,Drama  Romance            ,8.0
Luka Chuppi,I 2019,UA,Comedy  Romance            ,8.3
Bade Miyan Chote Miyan,2023,,Action  Comedy  Thriller            ,5.2
Mukhachitram,2022,A,Thriller            ,6.8
Indoo Ki Jawani,2020,UA,Comedy  Drama            ,9.1
Ghar Waapsi,2022–,UA 13+,Drama  Family            ,6.2
Hum Do Hamare Do,2021,UA 7+,Comedy            ,8.2
Ori Devuda,2022,UA,Comedy  Drama  Romance            ,5.6
"Like, Share & Subscribe",2022,UA,Action  Comedy  Drama            ,4.0
Asuran,2019,UA,Action  Drama            ,5.8
Ladki: Enter the Girl Dragon,2022,A,Action  Drama  Romance            ,3.5
The Journey of Karma,2018,A,Drama            ,6.3
Table No.21,2013,A,Adventure  Drama  Thriller            ,6.8
2 States,2014,UA,Comedy  Drama  Romance            ,5.0
Hurdang,2022,UA,Drama  Romance            ,6.5
Bachchhan Paandey,2022,UA,Action  Comedy  Crime            ,7.4
Malik,2021,U,Action  Biography  Drama            ,7.0
Mister Mummy,2022,UA,Comedy  Drama            ,7.1
Kahiin To Hoga,2003–2007,Not Rated,Drama            ,7.8
Piku,2015,UA,Comedy  Drama            ,6.7
The Big Bull,2021,PG,Biography  Crime  Drama            ,7.0
Ek Tha Tiger,2012,UA,Action  Adventure  Romance            ,6.0
Thallumaala,2022,UA,Action  Comedy  Drama            ,8.3
Khaki,2022–,A,Drama            ,6.1
Play,III 2022,UA,Crime  Thriller            ,8.3
Game,I 2011,UA,Action  Crime  Drama            ,7.7
Aaja Mexico Challiye,2022,UA,Drama  Thriller            ,4.2
Kora Kagazz,2022,U,Drama            ,7.4
Cobra,2022,UA,Action  Crime  Thriller            ,6.4
Taarak Mehta Ka Ooltah Chashmah,2008–,U,Comedy  Family            ,4.7
Mohenjo Daro,2016,UA,Action  Adventure  Drama            ,8.7
Khamoshiyan,2015,A,Drama  Horror  Romance            ,6.6
Kamasutra 3D,2013,A,Drama  Romance            ,4.9
Housefull 4,2019,UA,Action  Comedy  Drama            ,8.3
Operation Romeo,2022,A,Drama  Mystery            ,5.9
Good Newwz,2019,UA,Comedy  Drama            ,8.4
Mujhse Dosti Karoge!,2002,U,Comedy  Drama  Family            ,8.5
Nay Varan Bhat Loncha Kon Nai Koncha,2022,A,Crime            ,6.5
Lootera,I 2013,UA,Drama  Romance            ,4.5
Aashiqui 2,2013,U,Drama  Music  Musical            ,5.9
Khuda Haafiz,2020,PG,Action  Crime  Drama            ,5.5
Fakt Mahilao Maate,2022,U,Comedy            ,8.9
Animal,2023,UA,Action  Crime  Drama            ,8.0
Bigil,2019,UA,Action  Drama  Sport            ,8.5
Sindoor Ki Keemat,2021–,Not Rated,Drama            ,5.9
Humpty Sharma Ki Dulhania,2014,UA,Comedy  Drama  Romance            ,8.0
Pyaasa,1957,U,Drama  Musical  Romance            ,7.0
Kabali,2016,U,Action  Crime  Drama            ,7.4
Warning,III 2021,A,Action            ,5.7
Magadheera,2009,A,Action  Drama  Fantasy            ,7.2
Mrs. Serial Killer,2020,16,Crime  Drama  Thriller            ,10.0
Welcome Home,VI 2020,18,Crime  Drama  Horror            ,5.4
Brothers,I 2015,UA,Action  Drama  Sport            ,5.0
Aladin,2009,U,Action  Adventure  Comedy            ,7.6
Jetty,2022,UA,Action  Drama  Family            ,9.0
The Dirty Picture,2011,A,Biography  Comedy  Drama            ,7.0
Golmaal Again,2017,UA,Action  Comedy  Fantasy            ,3.0
Premam,2015,U,Comedy  Drama  Romance            ,7.6
Jhansi,2022–,A,Action            ,6.0
Best of Luck Nikki,2011–2016,U,Comedy  Family            ,7.5
Ganapath,2022,,Action  Drama  Sci-Fi            ,6.6
Apur Sansar,1959,U,Drama            ,4.4
Malang - Unleash the Madness,2020,A,Action  Crime  Drama            ,6.2
Tathastu,2006,,Crime  Drama  Thriller            ,6.6
Samrat Prithviraj,2022,UA,Action  Drama  History            ,6.9
I Think I Love My Wife,2007,R,Comedy  Drama  Romance            ,7.2
Matsya Kaand,2021–,UA 16+,Thriller            ,7.3
Lage Raho Munna Bhai,2006,U,Comedy  Drama  Romance            ,4.6
Connect,2022,UA,Thriller            ,7.7
The Archies,2023,,Comedy  Drama  Musical            ,6.8
96,II 2018,U,Drama  Romance            ,5.2
Oh My Ghost,2022,,Comedy  Horror            ,4.5
Mere Brother Ki Dulhan,2011,UA,Comedy  Drama  Family            ,7.8
Gulaal,2009,A,Crime  Drama  Thriller            ,4.8
FIR,2022,UA,Action  Thriller            ,8.5
Toolsidas Junior,2022,U,Drama  Family  Sport            ,3.4
The Office,2019–,12+,Comedy            ,5.4
Toilet - Ek Prem Katha,2017,UA,Comedy  Drama  Romance            ,6.6
MaNan - A Kaisi Yeh Yaariyan Movie,2022 TV Movie,,Romance            ,6.8
The Mistress of Spices,2005,PG-13,Drama  Romance            ,6.4
Dybbuk: The Curse Is Real,2021,UA 13+,Drama  Horror            ,7.4
Thai Massage,2022,UA,Comedy            ,6.0
Chal Mera Putt 2,2020,UA,Drama            ,7.2
Shefeekkinte Santhosham,2022,U,Drama            ,7.9
Jism 2,2012,A,Drama  Romance  Thriller            ,7.6
Pyaar Ka Punchnama,2011,UA,Comedy  Drama  Romance            ,8.4
Valimai,2022,UA,Action  Crime  Thriller            ,8.3
Taj Mahal 1989,2020–,UA,Comedy  Drama  Romance            ,8.1
Taal,1999,U,Drama  Musical  Romance            ,6.1
Ab Tumhare Hawale Watan Saathiyo,2004,U,Action  Drama  War            ,7.2
Good Bad Girl,2022–,UA 16+,Adventure            ,8.3
MasterChef India,2010–,PG,Reality-TV            ,4.8
Untitled Luv Ranjan Film,2023,,Comedy  Romance            ,5.7
Janhit Mein Jaari,2022,UA,Comedy  Drama  Romance            ,6.4
Gangster,2006,A,Action  Crime  Drama            ,8.1
No Smoking,2007,A,Drama  Horror  Mystery            ,9.3
Shimla Mirchi,2020,UA,Comedy  Romance            ,5.4
Geetha Govindam,2018,UA,Comedy  Drama  Romance            ,8.1
Baadshah,1999,UA,Action  Comedy  Crime            ,7.6
Looop Lapeta,2022,16,Action  Comedy  Crime            ,1.1
Hate Story 3,2015,A,Drama  Thriller            ,8.2
Vicky Donor,2012,UA,Comedy  Romance            ,7.8
The Field Guide to Evil,2018,R,Horror            ,9.1
Sarpatta Parambarai,2021,UA,Action  Drama  Sport            ,8.4
Hate Story IV,2018,A,Crime  Drama  Thriller            ,7.9
Betaal,2020–,18,Action  Horror  Thriller            ,7.4
Jalsa,2022,UA 13+,Drama  Thriller            ,7.3
The Extraordinary Journey of the Fakir,2018,UA,Adventure  Comedy  Drama            ,7.2
Khoobsurat,2014,UA,Comedy  Romance            ,9.0
Awarapan,2007,UA,Action  Crime  Drama            ,7.8
Divya Drishti,2019–2020,12+,Fantasy            ,7.5
Tere Naam,2003,UA,Action  Drama  Romance            ,6.6
Kanam,2022,U,Drama  Sci-Fi  Thriller            ,5.7
Capsule Gill,2023,,Drama            ,6.1
Mahaan,2022,UA,Action  Drama  Thriller            ,7.4
Ulidavaru Kandanthe,2014,UA,Crime  Drama  Thriller            ,7.9
Maanaadu,2021,UA,Action  Adventure  Sci-Fi            ,7.8
Lover,II 2022,UA,Drama  Romance            ,4.1
Gulu Gulu,2022,UA,Comedy            ,7.0
Angrezi Medium,2020,UA,Comedy  Drama            ,7.3
Aparajito,1956,U,Drama            ,7.9
Evil Eye,II 2020,16,Horror  Mystery  Thriller            ,8.6
Singh Is Kinng,2008,U,Action  Comedy  Crime            ,3.5
Bheemla Nayak,2022,UA,Action  Drama  Thriller            ,4.6
Nna Thaan Case Kodu,2022,U,Crime  Drama            ,7.1
Kahani Rubberband Ki,2022,UA,Comedy  Drama  Family            ,7.0
Baar Baar Dekho,2016,UA,Action  Comedy  Drama            ,8.0
OMG: Oh My God!,2012,U,Comedy  Drama  Fantasy            ,3.2
Manorama: Six Feet Under,2007,UA,Crime  Drama  Mystery            ,6.1
Sadak 2,2020,15+,Action  Drama            ,1.6
Bhaag Milkha Bhaag,2013,U,Biography  Drama  Sport            ,7.5
Secret Superstar,2017,UA,Drama  Music            ,7.0
4 Years,2022,,Romance            ,6.5
Grahan,2021–,18,Action  Drama  History            ,7.1
Cartel,2021,UA 16+,Action  Drama            ,7.9
Golmaal: Fun Unlimited,2006,UA,Action  Comedy  Drama            ,6.8
Theri,2016,U,Action  Crime  Thriller            ,8.1
Poochandi,2022,,Thriller            ,8.1
Sarabhai V/S Sarabhai,2004–2017,12+,Comedy            ,6.7
Chobbar,2022,A,Action            ,7.9
Ghajini,2005,UA,Action  Drama  Mystery            ,8.0
Skater Girl,2021,7,Drama  Family  Sport            ,9.2
Jodha Akbar,2013–2015,UA,Action  Drama  History            ,7.2
The Priest,I 2021,UA,Horror  Mystery  Thriller            ,7.7
Criminal Justice: Behind Closed Doors,2020–,15+,Crime  Drama  Mystery            ,7.4
RadhaKrishn,2018–,PG,Drama  Romance            ,7.9
Joji,2021,13,Crime  Drama            ,3.0
Prem,1995,U,Action  Drama  Romance            ,3.9
Salute,2022,UA,Action  Crime  Drama            ,6.1
Crash Course,2022–,A,Drama            ,9.5
Salaam Bombay!,1988,UA,Crime  Drama            ,8.9
Rocky Aur Rani Ki Prem Kahani,2023,,Comedy  Drama  Romance            ,7.7
Nayakan,1987,A,Crime  Drama            ,7.1
Besharam,2013,UA,Action  Comedy  Romance            ,7.2
Indian Police Force,,,Action            ,7.6
Tandav,2021–,18,Drama  Thriller            ,6.5
The Disciple,2020,16,Drama  Music            ,6.0
Glitter,2021,A,Thriller            ,8.1
Maqbool,2003,A,Crime  Drama  Thriller            ,7.8
Hungama 2,2021,UA 13+,Comedy  Drama  Romance            ,7.1
Gumrah,1993,A,Action  Crime  Drama            ,6.9
Kyunki Saas Bhi Kabhi Bahu Thi,2000–2008,PG,Comedy  Drama  Family            ,7.8
Babe Bhangra Paunde Ne,2022,UA,Comedy            ,7.3
Hum Tum,2004,U,Comedy  Drama  Romance            ,7.6
Bhagam Bhag,2006,U,Comedy  Drama  Mystery            ,6.7
Mai,2022–,18,Crime  Drama  Thriller            ,8.0
Bhagyavidhaata,2009–2011,Not Rated,Drama            ,5.2
Son Pari,2000–2001,,Drama  Family  Fantasy            ,7.9
OMG 2,2022,,Comedy  Drama            ,5.3
Abhay,2019–,U,Crime  Thriller            ,5.7
Evaru,2019,UA,Crime  Drama  Mystery            ,7.4
Bob Biswas,2021,UA 13+,Crime  Drama  Thriller            ,6.7
Itna Karo Na Mujhe Pyaar,2014–2015,U,Drama            ,7.1
Kuttey,2023,,Action  Crime  Thriller            ,6.3
Arjun Reddy,2017,A,Action  Drama  Romance            ,5.7
Dada Lakhmi Chand,2022,U,Biography            ,6.3
Phir Hera Pheri,2006,UA,Comedy  Crime            ,9.3
Shyam Singha Roy,2021,UA,Drama  Romance            ,6.3
Jaane Tu... Ya Jaane Na,2008,U,Comedy  Drama  Romance            ,6.7
Lakshya,2004,UA,Action  Drama  Romance            ,5.5
PM Narendra Modi,2019,U,Biography  Drama            ,5.5
Tubelight,2017,U,Drama  War            ,5.6
Badrinath Ki Dulhania,2017,UA,Comedy  Drama  Romance            ,6.8
